Account,Airdrop,GnoOption,UserOption,Investor,Team,Advisor
0xee160154b02a2e404c6c13ff0b28ed76010cf07d,30010.48307,0,28467.04939,0,0,0
0xf555ea7a85c2cf13db640148e2d4c8a8027e8ef4,30010.48307,0,28467.04939,0,0,0
0xf6b54fe3056146bba797daabfba2fbf5df539268,30010.48307,0,28467.04939,0,0,0
0xf791da446d04282f921f38fbf954ad5caee899a3,30010.48307,0,28467.04939,0,0,0
0x4a7d7691d628670bd350cb684fdf34d63f6e9e0f,29935.58174,581.3743057,28467.04939,0,0,0
0x05f0ba0f63b401bc9b86089265cee2f79c955768,29902.4278,220.0825506,28467.04939,0,0,0
0x981d8dfc96f8f36d2609eb0b6ee900241c1de590,29887.18244,29887.18244,0,0,0,0
0xf69ea6646cf682262e84cd7c67133eac59cef07b,29784.11745,429.9100143,28467.04939,0,0,0
0x2bfe66759f0331066f3e7d57b3dc9a96bfc17927,29764.37971,0,28467.04939,0,0,0
0x42eed6182e4f3e37d3ae08a0d2a04c258ee0ae87,29764.37971,0,28467.04939,0,0,0
0xf5dcb2a47f738d8ba39f9fa2ddc7592f268a262a,29764.37971,0,28467.04939,0,0,0
0x00000029ff545c86524ade7caf132527707948c4,29682.34525,0,28467.04939,0,0,0
0x0e9f8dea2c6a7c28653993c8248f9d45b82b28b4,29682.34525,0,28467.04939,0,0,0
0x23dbad15fd6f68077a8ae654cd58ce2f07b01d2f,29682.34525,0,28467.04939,0,0,0
